Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
5.8500000000000005,22676,391135,1972,7849505,0.057974868012323114,0.0002512260327243565
5.9,22676,391135,1837,7849505,0.057974868012323114,0.00023402749600134022
5.95,22262,391135,1726,7849505,0.056916409935188615,0.00021988647691797126
6.0,21642,391135,1587,7849505,0.05533127948150894,0.00020217835392168042
6.050000000000001,20842,391135,1464,7849505,0.05328594986385775,0.0001865085760184878
6.1000000000000005,20140,391135,1341,7849505,0.05149117312436882,0.00017083879811529516
6.15,20140,391135,1216,7849505,0.05149117312436882,0.00015491422707546526
6.2,19396,391135,1119,7849505,0.04958901657995321,0.00014255675994855727
6.25,18315,391135,1020,7849505,0.04682526493410204,0.00012994449968501198
6.300000000000001,18315,391135,941,7849505,0.04682526493410204,0.00011988017078783949
6.3500000000000005,18315,391135,863,7849505,0.04682526493410204,0.00010994323845898563
6.4,17516,391135,793,7849505,0.04478249197847291,0.00010102547867668088
6.45,17087,391135,722,7849505,0.04368568397100745,9.19803223260575e-05
6.5,17087,391135,657,7849505,0.04368568397100745,8.369954538534596e-05
6.550000000000001,17087,391135,604,7849505,0.04368568397100745,7.694752726445808e-05
6.6000000000000005,16382,391135,559,7849505,0.041883237245452336,7.121468169011931e-05
6.65,15892,391135,532,7849505,0.040630472854640984,6.777497434551606e-05
6.7,15437,391135,491,7849505,0.03946719163460186,6.255171504445185e-05
6.75,15437,391135,470,7849505,0.03946719163460186,5.9876387109760426e-05
6.800000000000001,15437,391135,437,7849505,0.03946719163460186,5.567230035524533e-05
6.8500000000000005,14253,391135,410,7849505,0.036440103800478095,5.2232593010642074e-05
6.9,14253,391135,388,7849505,0.036440103800478095,4.942986850763201e-05
6.95,14253,391135,364,7849505,0.036440103800478095,4.6372350867984666e-05
7.0,14253,391135,341,7849505,0.036440103800478095,4.344222979665597e-05
7.050000000000001,13798,391135,313,7849505,0.03527682258043898,3.987512588373407e-05
7.1000000000000005,12372,391135,287,7849505,0.03163102253697572,3.656281510744945e-05
7.15,12372,391135,269,7849505,0.03163102253697572,3.426967687771395e-05
7.2,12372,391135,248,7849505,0.03163102253697572,3.1594348943022524e-05
7.25,11442,391135,222,7849505,0.02925332685645621,2.8282038166737902e-05
7.300000000000001,11442,391135,201,7849505,0.02925332685645621,2.560671023204648e-05
7.3500000000000005,11442,391135,177,7849505,0.02925332685645621,2.2549192592399138e-05
7.4,10518,391135,163,7849505,0.02689097114806908,2.076564063593819e-05
7.45,10518,391135,148,7849505,0.02689097114806908,1.8854692111158603e-05
7.5,10518,391135,140,7849505,0.02689097114806908,1.7835519564609487e-05
7.550000000000001,10518,391135,130,7849505,0.02689097114806908,1.6561553881423097e-05
7.6000000000000005,10518,391135,120,7849505,0.02689097114806908,1.5287588198236704e-05
7.65,9907,391135,118,7849505,0.02532885065258798,1.5032795061599425e-05
7.7,9907,391135,109,7849505,0.02532885065258798,1.3886225946731672e-05
7.75,8550,391135,101,7849505,0.02185946028864714,1.286705340018256e-05
7.800000000000001,8550,391135,94,7849505,0.02185946028864714,1.1975277421952084e-05
7.8500000000000005,7939,391135,89,7849505,0.02029733979316604,1.133829458035889e-05
7.9,7939,391135,86,7849505,0.02029733979316604,1.0956104875402972e-05
7.95,7939,391135,82,7849505,0.02029733979316604,1.0446518602128414e-05
8.0,7939,391135,79,7849505,0.02029733979316604,1.0064328897172496e-05
8.05,7345,391135,77,7849505,0.01877868255206003,9.809535760535219e-06
8.1,7345,391135,72,7849505,0.01877868255206003,9.172552918942022e-06
8.15,7345,391135,68,7849505,0.01877868255206003,8.662966645667466e-06
8.200000000000001,6838,391135,66,7849505,0.017482454906873585,8.408173509030187e-06
8.25,5494,391135,60,7849505,0.014046301149219578,7.643794099118352e-06
8.3,5494,391135,58,7849505,0.014046301149219578,7.389000962481074e-06
8.35,5004,391135,54,7849505,0.012793536758408223,6.879414689206517e-06
8.4,4252,391135,54,7849505,0.010870926917816099,6.879414689206517e-06
8.450000000000001,4252,391135,53,7849505,0.010870926917816099,6.752018120887877e-06
8.5,4252,391135,51,7849505,0.010870926917816099,6.497224984250599e-06
8.55,4252,391135,49,7849505,0.010870926917816099,6.242431847613321e-06
8.6,4252,391135,43,7849505,0.010870926917816099,5.478052437701486e-06
8.65,4252,391135,40,7849505,0.010870926917816099,5.095862732745568e-06
8.700000000000001,4252,391135,38,7849505,0.010870926917816099,4.841069596108289e-06
8.75,4252,391135,37,7849505,0.010870926917816099,4.713673027789651e-06
8.8,4252,391135,34,7849505,0.010870926917816099,4.331483322833733e-06
8.85,4252,391135,33,7849505,0.010870926917816099,4.204086754515094e-06
8.9,4252,391135,33,7849505,0.010870926917816099,4.204086754515094e-06
8.950000000000001,4252,391135,32,7849505,0.010870926917816099,4.076690186196454e-06
9.0,4252,391135,31,7849505,0.010870926917816099,3.9492936178778155e-06
9.05,3594,391135,27,7849505,0.009188643307297992,3.4397073446032584e-06
9.1,3594,391135,26,7849505,0.009188643307297992,3.3123107762846193e-06
9.15,3124,391135,25,7849505,0.007987012156927915,3.18491420796598e-06
9.200000000000001,3124,391135,25,7849505,0.007987012156927915,3.18491420796598e-06
9.25,3124,391135,24,7849505,0.007987012156927915,3.0575176396473408e-06
9.3,3124,391135,21,7849505,0.007987012156927915,2.675327934691423e-06
9.35,2560,391135,21,7849505,0.006545054776483822,2.675327934691423e-06
9.4,2560,391135,20,7849505,0.006545054776483822,2.547931366372784e-06
9.450000000000001,2560,391135,19,7849505,0.006545054776483822,2.4205347980541446e-06
9.5,1692,391135,17,7849505,0.004325872141332276,2.1657416614168665e-06
9.55,1692,391135,17,7849505,0.004325872141332276,2.1657416614168665e-06
9.600000000000001,1081,391135,17,7849505,0.002763751645851177,2.1657416614168665e-06
9.65,611,391135,17,7849505,0.0015621204954811,2.1657416614168665e-06
9.700000000000001,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
9.75,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
9.8,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
9.850000000000001,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
9.9,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
9.950000000000001,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
10.0,611,391135,16,7849505,0.0015621204954811,2.038345093098227e-06
10.05,611,391135,15,7849505,0.0015621204954811,1.910948524779588e-06
10.100000000000001,611,391135,15,7849505,0.0015621204954811,1.910948524779588e-06
10.15,611,391135,13,7849505,0.0015621204954811,1.6561553881423097e-06
10.200000000000001,611,391135,13,7849505,0.0015621204954811,1.6561553881423097e-06
10.25,611,391135,12,7849505,0.0015621204954811,1.5287588198236704e-06
10.3,611,391135,12,7849505,0.0015621204954811,1.5287588198236704e-06
10.350000000000001,611,391135,12,7849505,0.0015621204954811,1.5287588198236704e-06
10.4,611,391135,12,7849505,0.0015621204954811,1.5287588198236704e-06
10.450000000000001,0,391135,12,7849505,0.0,1.5287588198236704e-06
10.5,0,391135,11,7849505,0.0,1.4013622515050311e-06
10.55,0,391135,11,7849505,0.0,1.4013622515050311e-06
10.600000000000001,0,391135,11,7849505,0.0,1.4013622515050311e-06
10.65,0,391135,9,7849505,0.0,1.1465691148677528e-06
10.700000000000001,0,391135,8,7849505,0.0,1.0191725465491135e-06
10.75,0,391135,8,7849505,0.0,1.0191725465491135e-06
10.8,0,391135,7,7849505,0.0,8.917759782304744e-07
10.850000000000001,0,391135,7,7849505,0.0,8.917759782304744e-07
10.9,0,391135,7,7849505,0.0,8.917759782304744e-07
10.950000000000001,0,391135,5,7849505,0.0,6.36982841593196e-07
11.0,0,391135,3,7849505,0.0,3.821897049559176e-07
11.05,0,391135,2,7849505,0.0,2.547931366372784e-07
11.100000000000001,0,391135,0,7849505,0.0,0.0
11.15,0,391135,0,7849505,0.0,0.0
11.200000000000001,0,391135,0,7849505,0.0,0.0
11.25,0,391135,0,7849505,0.0,0.0
11.3,0,391135,0,7849505,0.0,0.0
11.350000000000001,0,391135,0,7849505,0.0,0.0
11.4,0,391135,0,7849505,0.0,0.0
11.450000000000001,0,391135,0,7849505,0.0,0.0
11.5,0,391135,0,7849505,0.0,0.0
11.55,0,391135,0,7849505,0.0,0.0
11.600000000000001,0,391135,0,7849505,0.0,0.0
11.65,0,391135,0,7849505,0.0,0.0
11.700000000000001,0,391135,0,7849505,0.0,0.0
11.75,0,391135,0,7849505,0.0,0.0
11.8,0,391135,0,7849505,0.0,0.0
11.850000000000001,0,391135,0,7849505,0.0,0.0
11.9,0,391135,0,7849505,0.0,0.0
11.950000000000001,0,391135,0,7849505,0.0,0.0
12.0,0,391135,0,7849505,0.0,0.0
12.05,0,391135,0,7849505,0.0,0.0
12.100000000000001,0,391135,0,7849505,0.0,0.0
12.15,0,391135,0,7849505,0.0,0.0
12.200000000000001,0,391135,0,7849505,0.0,0.0
12.25,0,391135,0,7849505,0.0,0.0
12.3,0,391135,0,7849505,0.0,0.0
12.350000000000001,0,391135,0,7849505,0.0,0.0
12.4,0,391135,0,7849505,0.0,0.0
12.450000000000001,0,391135,0,7849505,0.0,0.0
12.5,0,391135,0,7849505,0.0,0.0
12.55,0,391135,0,7849505,0.0,0.0
12.600000000000001,0,391135,0,7849505,0.0,0.0
12.65,0,391135,0,7849505,0.0,0.0
12.700000000000001,0,391135,0,7849505,0.0,0.0
12.75,0,391135,0,7849505,0.0,0.0
12.8,0,391135,0,7849505,0.0,0.0
12.850000000000001,0,391135,0,7849505,0.0,0.0
12.9,0,391135,0,7849505,0.0,0.0
12.950000000000001,0,391135,0,7849505,0.0,0.0
13.0,0,391135,0,7849505,0.0,0.0
13.05,0,391135,0,7849505,0.0,0.0
13.100000000000001,0,391135,0,7849505,0.0,0.0
13.15,0,391135,0,7849505,0.0,0.0
13.200000000000001,0,391135,0,7849505,0.0,0.0
13.25,0,391135,0,7849505,0.0,0.0
13.3,0,391135,0,7849505,0.0,0.0
13.350000000000001,0,391135,0,7849505,0.0,0.0
13.4,0,391135,0,7849505,0.0,0.0
13.450000000000001,0,391135,0,7849505,0.0,0.0
13.5,0,391135,0,7849505,0.0,0.0
13.55,0,391135,0,7849505,0.0,0.0
13.600000000000001,0,391135,0,7849505,0.0,0.0
13.65,0,391135,0,7849505,0.0,0.0
13.700000000000001,0,391135,0,7849505,0.0,0.0
13.75,0,391135,0,7849505,0.0,0.0
13.8,0,391135,0,7849505,0.0,0.0
13.850000000000001,0,391135,0,7849505,0.0,0.0
13.9,0,391135,0,7849505,0.0,0.0
13.950000000000001,0,391135,0,7849505,0.0,0.0
14.0,0,391135,0,7849505,0.0,0.0
14.05,0,391135,0,7849505,0.0,0.0
14.100000000000001,0,391135,0,7849505,0.0,0.0
14.15,0,391135,0,7849505,0.0,0.0
14.200000000000001,0,391135,0,7849505,0.0,0.0
14.25,0,391135,0,7849505,0.0,0.0
14.3,0,391135,0,7849505,0.0,0.0
14.350000000000001,0,391135,0,7849505,0.0,0.0
14.4,0,391135,0,7849505,0.0,0.0
14.450000000000001,0,391135,0,7849505,0.0,0.0
14.5,0,391135,0,7849505,0.0,0.0
14.55,0,391135,0,7849505,0.0,0.0
14.600000000000001,0,391135,0,7849505,0.0,0.0
14.65,0,391135,0,7849505,0.0,0.0
14.700000000000001,0,391135,0,7849505,0.0,0.0
14.75,0,391135,0,7849505,0.0,0.0
14.8,0,391135,0,7849505,0.0,0.0
14.850000000000001,0,391135,0,7849505,0.0,0.0
14.9,0,391135,0,7849505,0.0,0.0
14.950000000000001,0,391135,0,7849505,0.0,0.0
15.0,0,391135,0,7849505,0.0,0.0
15.05,0,391135,0,7849505,0.0,0.0
15.100000000000001,0,391135,0,7849505,0.0,0.0
15.15,0,391135,0,7849505,0.0,0.0
15.200000000000001,0,391135,0,7849505,0.0,0.0
15.25,0,391135,0,7849505,0.0,0.0
15.3,0,391135,0,7849505,0.0,0.0
15.350000000000001,0,391135,0,7849505,0.0,0.0
15.4,0,391135,0,7849505,0.0,0.0
15.450000000000001,0,391135,0,7849505,0.0,0.0
15.5,0,391135,0,7849505,0.0,0.0
15.55,0,391135,0,7849505,0.0,0.0
15.600000000000001,0,391135,0,7849505,0.0,0.0
15.65,0,391135,0,7849505,0.0,0.0
15.700000000000001,0,391135,0,7849505,0.0,0.0
15.75,0,391135,0,7849505,0.0,0.0
15.8,0,391135,0,7849505,0.0,0.0
15.850000000000001,0,391135,0,7849505,0.0,0.0
15.9,0,391135,0,7849505,0.0,0.0
15.950000000000001,0,391135,0,7849505,0.0,0.0
16.0,0,391135,0,7849505,0.0,0.0
16.05,0,391135,0,7849505,0.0,0.0
16.1,0,391135,0,7849505,0.0,0.0
16.150000000000002,0,391135,0,7849505,0.0,0.0
16.2,0,391135,0,7849505,0.0,0.0
16.25,0,391135,0,7849505,0.0,0.0
16.3,0,391135,0,7849505,0.0,0.0
16.35,0,391135,0,7849505,0.0,0.0
16.400000000000002,0,391135,0,7849505,0.0,0.0
16.45,0,391135,0,7849505,0.0,0.0
16.5,0,391135,0,7849505,0.0,0.0
16.55,0,391135,0,7849505,0.0,0.0
16.6,0,391135,0,7849505,0.0,0.0
16.650000000000002,0,391135,0,7849505,0.0,0.0
16.7,0,391135,0,7849505,0.0,0.0
16.75,0,391135,0,7849505,0.0,0.0
16.8,0,391135,0,7849505,0.0,0.0
16.85,0,391135,0,7849505,0.0,0.0
16.900000000000002,0,391135,0,7849505,0.0,0.0
16.95,0,391135,0,7849505,0.0,0.0
17.0,0,391135,0,7849505,0.0,0.0
17.05,0,391135,0,7849505,0.0,0.0
17.1,0,391135,0,7849505,0.0,0.0
17.150000000000002,0,391135,0,7849505,0.0,0.0
17.2,0,391135,0,7849505,0.0,0.0
17.25,0,391135,0,7849505,0.0,0.0
17.3,0,391135,0,7849505,0.0,0.0
17.35,0,391135,0,7849505,0.0,0.0
17.400000000000002,0,391135,0,7849505,0.0,0.0
17.45,0,391135,0,7849505,0.0,0.0
17.5,0,391135,0,7849505,0.0,0.0
17.55,0,391135,0,7849505,0.0,0.0
17.6,0,391135,0,7849505,0.0,0.0
17.650000000000002,0,391135,0,7849505,0.0,0.0
17.7,0,391135,0,7849505,0.0,0.0
17.75,0,391135,0,7849505,0.0,0.0
17.8,0,391135,0,7849505,0.0,0.0
17.85,0,391135,0,7849505,0.0,0.0
17.900000000000002,0,391135,0,7849505,0.0,0.0
17.95,0,391135,0,7849505,0.0,0.0
18.0,0,391135,0,7849505,0.0,0.0
18.05,0,391135,0,7849505,0.0,0.0
18.1,0,391135,0,7849505,0.0,0.0
18.150000000000002,0,391135,0,7849505,0.0,0.0
18.2,0,391135,0,7849505,0.0,0.0
18.25,0,391135,0,7849505,0.0,0.0
18.3,0,391135,0,7849505,0.0,0.0
18.35,0,391135,0,7849505,0.0,0.0
18.400000000000002,0,391135,0,7849505,0.0,0.0
18.45,0,391135,0,7849505,0.0,0.0
18.5,0,391135,0,7849505,0.0,0.0
18.55,0,391135,0,7849505,0.0,0.0
18.6,0,391135,0,7849505,0.0,0.0
18.650000000000002,0,391135,0,7849505,0.0,0.0
18.7,0,391135,0,7849505,0.0,0.0
18.75,0,391135,0,7849505,0.0,0.0
18.8,0,391135,0,7849505,0.0,0.0
18.85,0,391135,0,7849505,0.0,0.0
18.900000000000002,0,391135,0,7849505,0.0,0.0
18.95,0,391135,0,7849505,0.0,0.0
19.0,0,391135,0,7849505,0.0,0.0
19.05,0,391135,0,7849505,0.0,0.0
19.1,0,391135,0,7849505,0.0,0.0
19.150000000000002,0,391135,0,7849505,0.0,0.0
19.200000000000003,0,391135,0,7849505,0.0,0.0
19.25,0,391135,0,7849505,0.0,0.0
19.3,0,391135,0,7849505,0.0,0.0
19.35,0,391135,0,7849505,0.0,0.0
19.400000000000002,0,391135,0,7849505,0.0,0.0
19.450000000000003,0,391135,0,7849505,0.0,0.0
19.5,0,391135,0,7849505,0.0,0.0
19.55,0,391135,0,7849505,0.0,0.0
19.6,0,391135,0,7849505,0.0,0.0
19.650000000000002,0,391135,0,7849505,0.0,0.0
19.700000000000003,0,391135,0,7849505,0.0,0.0
19.75,0,391135,0,7849505,0.0,0.0
19.8,0,391135,0,7849505,0.0,0.0
19.85,0,391135,0,7849505,0.0,0.0
19.900000000000002,0,391135,0,7849505,0.0,0.0
19.950000000000003,0,391135,0,7849505,0.0,0.0
20.0,0,391135,0,7849505,0.0,0.0
