Threshold_Factor,Detected_Cells,True_Cells,False_Alarm_Cells,False_Cells,Detection_Rate,False_Alarm_Rate
4.9,344677,391135,44372,7849505,0.881222595778951,0.0056528405294346586
4.95,344057,391135,43173,7849505,0.8796374653252713,0.00550009204402061
5.0,344057,391135,42421,7849505,0.8796374653252713,0.005404289824644993
5.050000000000001,342180,391135,41669,7849505,0.8748386107098572,0.005308487605269377
5.1000000000000005,341909,391135,40921,7849505,0.8741457553018779,0.005213194972167034
5.15,340470,391135,39828,7849505,0.8704667186521278,0.005073950522994762
5.2,339248,391135,38751,7849505,0.8673424776611656,0.004936744418915588
5.25,338130,391135,38048,7849505,0.864484129520498,0.004847184631387585
5.300000000000001,338130,391135,37390,7849505,0.864484129520498,0.00476335768943392
5.3500000000000005,338130,391135,36735,7849505,0.864484129520498,0.004679912937185211
5.4,336551,391135,36095,7849505,0.860447160187659,0.004598379133461282
5.45,335752,391135,35515,7849505,0.8584043872320298,0.004524489123836471
5.5,334906,391135,34857,7849505,0.8562414511613637,0.004440662181882806
5.550000000000001,334114,391135,33888,7849505,0.854216574839889,0.004317214907182045
5.6000000000000005,332905,391135,32926,7849505,0.8511255704552136,0.004194659408459514
5.65,332077,391135,32370,7849505,0.8490086543009446,0.004123826916474351
5.7,330727,391135,31849,7849505,0.8455571605711583,0.00405745330438034
5.75,329673,391135,31281,7849505,0.8428624387999029,0.0039850920535753525
5.800000000000001,328317,391135,30769,7849505,0.839395605097984,0.0039198650105962095
5.8500000000000005,328317,391135,29907,7849505,0.839395605097984,0.0038100491687055424
5.9,328317,391135,29421,7849505,0.839395605097984,0.003748134436502684
5.95,326973,391135,28570,7849505,0.8359594513403301,0.003639719956863522
6.0,325349,391135,28168,7849505,0.8318074322164981,0.003588506536399429
6.050000000000001,322435,391135,27665,7849505,0.8243573190842036,0.0035244260625351535
6.1000000000000005,320443,391135,26846,7849505,0.8192644483362522,0.003420088273082188
6.15,320443,391135,26405,7849505,0.8192644483362522,0.003363906386453668
6.2,319177,391135,25620,7849505,0.8160277142163191,0.003263900080323536
6.25,318165,391135,24826,7849505,0.8134403722499904,0.0031627472050785367
6.300000000000001,318165,391135,24432,7849505,0.8134403722499904,0.003112552957160993
6.3500000000000005,318165,391135,23300,7849505,0.8134403722499904,0.0029683400418242935
6.4,318165,391135,22564,7849505,0.8134403722499904,0.002874576167541775
6.45,318165,391135,22187,7849505,0.8134403722499904,0.0028265476612856478
6.5,317565,391135,21872,7849505,0.811906375036752,0.0027864177422652764
6.550000000000001,316231,391135,21505,7849505,0.8084957878993186,0.002739663201692336
6.6000000000000005,315559,391135,21174,7849505,0.8067777110204917,0.0026974949375788665
6.65,314167,391135,20846,7849505,0.8032188374857786,0.0026557088631703526
6.7,312915,391135,20534,7849505,0.8000178966341545,0.0026159611338549375
6.75,311505,391135,20224,7849505,0.7964130031830442,0.002576468197676159
6.800000000000001,310941,391135,19944,7849505,0.7949710458026001,0.0025407971585469404
6.8500000000000005,310330,391135,19653,7849505,0.793408925307119,0.002503724757166216
6.9,309343,391135,19341,7849505,0.7908854998913418,0.0024639770278508007
6.95,308737,391135,19027,7849505,0.7893361627059711,0.002423974505398748
7.0,308737,391135,18756,7849505,0.7893361627059711,0.002389450035384397
7.050000000000001,308737,391135,18489,7849505,0.7893361627059711,0.00235543515164332
7.1000000000000005,308385,391135,18219,7849505,0.7884362176742046,0.0023210380781972877
7.15,308385,391135,17984,7849505,0.7884362176742046,0.0022910998846424075
7.2,308385,391135,17723,7849505,0.7884362176742046,0.0022578493803112427
7.25,307178,391135,17485,7849505,0.7853503266135733,0.0022275289970514066
7.300000000000001,307178,391135,17259,7849505,0.7853503266135733,0.002198737372611394
7.3500000000000005,306338,391135,17049,7849505,0.7832027305150395,0.0021719840932644795
7.4,304788,391135,16831,7849505,0.7792399043808403,0.0021442116413710162
7.45,304788,391135,16631,7849505,0.7792399043808403,0.0021187323277072887
7.5,304788,391135,16409,7849505,0.7792399043808403,0.0020904502895405506
7.550000000000001,303942,391135,16208,7849505,0.7770769683101743,0.002064843579308504
7.6000000000000005,303942,391135,15991,7849505,0.7770769683101743,0.0020371985239833594
7.65,303942,391135,15776,7849505,0.7770769683101743,0.002009808261794852
7.7,303002,391135,15563,7849505,0.7746737060094341,0.001982672792742982
7.75,302250,391135,15402,7849505,0.772751096168842,0.001962161945243681
